date,product_id,product_name,product_category,store_id,city,region,supplier_id,units_sold,demand,opening_inventory,closing_inventory,unit_cost,selling_price,supplier_lead_time_days,supplier_reliability,reorder_point,reorder_quantity,promotion_flag,holiday_flag,weather_index,stockout_flag,supplier_delay_flag,returned_units,holding_cost,revenue,lost_sales_value
2024-01-02,P-003,Safety Gloves,Safety,S-03,Lagos,Africa,SUP-01,32,32,342,1055,8.0,16.0,10,0.96,382,745,0,0,-0.7794823967254196,0,0,0,6.75,512.0,0.0
2024-01-02,P-003,Safety Gloves,Safety,S-04,Accra,Africa,SUP-02,45,45,1078,1033,8.0,16.0,9,0.9,468,0,1,0,-0.28624873355569186,0,0,0,6.61,720.0,0.0
2024-01-02,P-003,Safety Gloves,Safety,S-05,Berlin,Europe,SUP-03,36,36,1256,1220,8.0,16.0,17,0.86,788,0,0,0,1.3638622298139094,0,1,0,7.81,576.0,0.0
2024-01-02,P-003,Safety Gloves,Safety,S-06,Paris,Europe,SUP-04,47,47,1266,1220,8.0,16.0,10,0.93,460,0,0,0,0.46508020950030626,0,0,1,7.81,752.0,0.0
2024-01-02,P-004,Control Valve,Machinery,S-01,Toronto,North America,SUP-04,16,16,394,380,110.0,195.0,10,0.93,173,0,0,0,-0.6883722822307594,0,0,2,33.44,3120.0,0.0
2024-01-02,P-004,Control Valve,Machinery,S-02,London,North America,SUP-01,20,20,283,263,110.0,195.0,6,0.96,145,0,1,0,0.13148581680545218,0,0,0,23.14,3900.0,0.0
2024-01-02,P-004,Control Valve,Machinery,S-03,Lagos,Africa,SUP-02,12,12,300,288,110.0,195.0,12,0.9,162,0,0,0,0.6374709026511215,0,0,0,25.34,2340.0,0.0
2024-01-02,P-004,Control Valve,Machinery,S-04,Accra,Africa,SUP-03,13,13,357,344,110.0,195.0,18,0.86,233,0,0,0,-0.1792266254497549,0,0,0,30.27,2535.0,0.0
2024-01-02,P-004,Control Valve,Machinery,S-05,Berlin,Europe,SUP-04,14,14,213,199,110.0,195.0,7,0.93,113,0,0,0,0.5565334427512632,0,0,0,17.51,2730.0,0.0
2024-01-02,P-004,Control Valve,Machinery,S-06,Paris,Europe,SUP-01,12,12,418,406,110.0,195.0,6,0.96,94,0,0,0,-0.8887973132309185,0,0,0,35.73,2340.0,0.0
2024-01-02,P-005,Data Logger,Electronics,S-01,Toronto,North America,SUP-01,18,18,372,354,125.0,220.0,8,0.96,172,0,1,0,-0.652916144664712,0,0,0,35.4,3960.0,0.0
2024-01-02,P-005,Data Logger,Electronics,S-02,London,North America,SUP-02,15,15,339,324,125.0,220.0,15,0.9,230,0,0,0,-1.4548224852577891,0,0,0,32.4,3300.0,0.0
2024-01-02,P-005,Data Logger,Electronics,S-03,Lagos,Africa,SUP-03,6,6,281,275,125.0,220.0,19,0.86,221,0,0,0,-1.0721330214268592,0,0,0,27.5,1320.0,0.0
2024-01-02,P-005,Data Logger,Electronics,S-04,Accra,Africa,SUP-04,13,13,392,379,125.0,220.0,6,0.93,78,0,0,0,0.24903612230694197,0,0,0,37.9,2860.0,0.0
2024-01-02,P-005,Data Logger,Electronics,S-05,Berlin,Europe,SUP-01,12,12,316,304,125.0,220.0,6,0.96,92,0,0,0,0.8126012877536446,0,0,0,30.4,2640.0,0.0
2024-01-02,P-005,Data Logger,Electronics,S-06,Paris,Europe,SUP-02,11,11,284,273,125.0,220.0,15,0.9,214,0,0,0,0.4480993639362036,0,0,0,27.3,2420.0,0.0
2024-01-02,P-006,Lubricant Pack,Consumables,S-01,Toronto,North America,SUP-02,40,40,1072,1032,18.0,36.0,18,0.9,664,0,0,0,-1.2826346502605217,0,0,0,14.86,1440.0,0.0
2024-01-02,P-006,Lubricant Pack,Consumables,S-02,London,North America,SUP-03,44,44,208,1060,18.0,36.0,15,0.86,568,896,0,0,-0.6196659341286136,0,0,0,15.26,1584.0,0.0
2024-01-02,P-006,Lubricant Pack,Consumables,S-03,Lagos,Africa,SUP-04,24,24,838,815,18.0,36.0,7,0.93,200,0,0,0,-1.9368380406201853,0,0,1,11.74,864.0,0.0
2024-01-02,P-006,Lubricant Pack,Consumables,S-04,Accra,Africa,SUP-01,26,26,307,281,18.0,36.0,4,0.96,127,0,0,0,0.6991967316948878,0,0,0,4.05,936.0,0.0
2024-01-02,P-006,Lubricant Pack,Consumables,S-05,Berlin,Europe,SUP-02,29,29,967,938,18.0,36.0,15,0.9,506,0,0,0,-0.17417273380495787,0,0,0,13.51,1044.0,0.0
2024-01-02,P-006,Lubricant Pack,Consumables,S-06,Paris,Europe,SUP-03,32,32,916,885,18.0,36.0,17,0.86,568,0,0,0,-0.3237917042866007,0,0,1,12.74,1152.0,0.0
2024-01-03,P-001,Smart Sensor,Electronics,S-01,Toronto,North America,SUP-01,26,26,767,741,85.0,145.0,5,0.96,140,0,0,0,-2.564744341820567,0,0,0,50.39,3770.0,0.0
2024-01-03,P-001,Smart Sensor,Electronics,S-02,London,North America,SUP-02,28,28,769,742,85.0,145.0,16,0.9,461,0,0,0,0.38510311939774067,0,0,1,50.46,4060.0,0.0
2024-01-03,P-001,Smart Sensor,Electronics,S-03,Lagos,Africa,SUP-03,15,15,601,586,85.0,145.0,29,0.86,606,0,0,0,-0.4354074729439623,0,1,0,39.85,2175.0,0.0
2024-01-03,P-001,Smart Sensor,Electronics,S-04,Accra,Africa,SUP-04,32,32,256,224,85.0,145.0,4,0.93,96,0,0,0,0.95205365313989,0,0,0,15.23,4640.0,0.0
2024-01-03,P-001,Smart Sensor,Electronics,S-05,Berlin,Europe,SUP-01,13,13,242,716,85.0,145.0,11,0.96,289,487,0,0,1.1129658916602636,0,0,0,48.69,1885.0,0.0
2024-01-03,P-001,Smart Sensor,Electronics,S-06,Paris,Europe,SUP-02,22,22,691,669,85.0,145.0,11,0.9,278,0,0,0,-0.22153611573080054,0,0,0,45.49,3190.0,0.0
2024-01-03,P-002,Industrial Pump,Machinery,S-01,Toronto,North America,SUP-02,9,9,187,179,420.0,690.0,11,0.9,103,0,0,0,-1.5634779478686884,0,0,1,60.14,6210.0,0.0
2024-01-03,P-002,Industrial Pump,Machinery,S-02,London,North America,SUP-03,4,4,359,355,420.0,690.0,15,0.86,146,0,0,0,0.5487388188641266,0,0,0,119.28,2760.0,0.0
2024-01-03,P-002,Industrial Pump,Machinery,S-03,Lagos,Africa,SUP-04,2,2,221,219,420.0,690.0,9,0.93,65,0,0,0,-1.8598354065456286,0,0,0,73.58,1380.0,0.0
2024-01-03,P-002,Industrial Pump,Machinery,S-04,Accra,Africa,SUP-01,9,9,193,184,420.0,690.0,9,0.96,67,0,0,0,-1.0150679057288161,0,0,0,61.82,6210.0,0.0
2024-01-03,P-002,Industrial Pump,Machinery,S-05,Berlin,Europe,SUP-02,8,8,305,297,420.0,690.0,11,0.9,92,0,0,0,-1.2798409576400205,0,0,0,99.79,5520.0,0.0
2024-01-03,P-002,Industrial Pump,Machinery,S-06,Paris,Europe,SUP-03,6,6,427,421,420.0,690.0,22,0.86,187,0,0,0,0.8942133285134095,0,0,0,141.46,4140.0,0.0
2024-01-03,P-003,Safety Gloves,Safety,S-01,Toronto,North America,SUP-03,60,60,1352,2004,8.0,16.0,19,0.86,1328,712,1,0,0.9957013858999235,0,0,0,12.83,960.0,0.0
2024-01-03,P-003,Safety Gloves,Safety,S-02,London,North America,SUP-04,51,51,1324,1276,8.0,16.0,9,0.93,484,0,0,0,1.2873311116050654,0,0,3,8.17,816.0,0.0
2024-01-03,P-003,Safety Gloves,Safety,S-03,Lagos,Africa,SUP-01,35,35,1055,1021,8.0,16.0,7,0.96,280,0,0,0,0.2528848149698989,0,0,1,6.53,560.0,0.0
2024-01-03,P-003,Safety Gloves,Safety,S-04,Accra,Africa,SUP-02,30,30,1033,1004,8.0,16.0,11,0.9,423,0,0,0,-0.4812411238654122,0,0,1,6.43,480.0,0.0
2024-01-03,P-003,Safety Gloves,Safety,S-05,Berlin,Europe,SUP-03,42,42,1220,1179,8.0,16.0,22,0.86,975,0,0,0,0.03091727803269891,0,0,1,7.55,672.0,0.0
2024-01-03,P-003,Safety Gloves,Safety,S-06,Paris,Europe,SUP-04,47,47,1220,1173,8.0,16.0,15,0.93,657,0,0,0,-0.7528919172286209,0,0,0,7.51,752.0,0.0
2024-01-03,P-004,Control Valve,Machinery,S-01,Toronto,North America,SUP-04,22,22,380,358,110.0,195.0,18,0.93,324,0,0,0,1.753691026701081,0,0,0,31.5,4290.0,0.0
2024-01-03,P-004,Control Valve,Machinery,S-02,London,North America,SUP-01,15,15,263,248,110.0,195.0,9,0.96,158,0,0,0,-0.3618325370843415,0,0,0,21.82,2925.0,0.0
2024-01-03,P-004,Control Valve,Machinery,S-03,Lagos,Africa,SUP-02,19,19,288,269,110.0,195.0,14,0.9,174,0,0,0,-1.9369669327054153,0,0,0,23.67,3705.0,0.0
2024-01-03,P-004,Control Valve,Machinery,S-04,Accra,Africa,SUP-03,11,11,344,333,110.0,195.0,22,0.86,273,0,0,0,-1.342175166370907,0,0,0,29.3,2145.0,0.0
2024-01-03,P-004,Control Valve,Machinery,S-05,Berlin,Europe,SUP-04,8,8,199,191,110.0,195.0,10,0.93,147,0,0,0,-1.8919462533119105,0,0,0,16.81,1560.0,0.0
2024-01-03,P-004,Control Valve,Machinery,S-06,Paris,Europe,SUP-01,21,21,406,385,110.0,195.0,11,0.96,165,0,0,0,-1.1111049009175582,0,0,0,33.88,4095.0,0.0
2024-01-03,P-005,Data Logger,Electronics,S-01,Toronto,North America,SUP-01,14,14,354,340,125.0,220.0,7,0.96,114,0,0,0,-0.8330367227960116,0,0,0,34.0,3080.0,0.0
2024-01-03,P-005,Data Logger,Electronics,S-02,London,North America,SUP-02,13,13,324,311,125.0,220.0,14,0.9,228,0,0,0,0.4788755385204616,0,0,0,31.1,2860.0,0.0
2024-01-03,P-005,Data Logger,Electronics,S-03,Lagos,Africa,SUP-03,6,6,275,269,125.0,220.0,19,0.86,227,0,0,0,-0.2254314492280993,0,0,0,26.9,1320.0,0.0
2024-01-03,P-005,Data Logger,Electronics,S-04,Accra,Africa,SUP-04,9,9,379,370,125.0,220.0,5,0.93,67,0,0,0,0.9874051450464006,0,0,0,37.0,1980.0,0.0
2024-01-03,P-005,Data Logger,Electronics,S-05,Berlin,Europe,SUP-01,13,13,304,291,125.0,220.0,9,0.96,128,0,0,0,-0.5714492191967373,0,0,0,29.1,2860.0,0.0
2024-01-03,P-005,Data Logger,Electronics,S-06,Paris,Europe,SUP-02,9,9,273,264,125.0,220.0,14,0.9,201,0,0,0,0.4483240659731595,0,0,0,26.4,1980.0,0.0
2024-01-03,P-006,Lubricant Pack,Consumables,S-01,Toronto,North America,SUP-02,39,39,1032,993,18.0,36.0,13,0.9,517,0,0,0,0.8863939595679524,0,0,0,14.3,1404.0,0.0
2024-01-03,P-006,Lubricant Pack,Consumables,S-02,London,North America,SUP-03,32,32,1060,1030,18.0,36.0,18,0.86,630,0,0,0,-3.0,0,0,2,14.83,1152.0,0.0
2024-01-03,P-006,Lubricant Pack,Consumables,S-03,Lagos,Africa,SUP-04,33,33,815,782,18.0,36.0,10,0.93,316,0,0,0,2.242920312402985,0,0,0,11.26,1188.0,0.0
2024-01-03,P-006,Lubricant Pack,Consumables,S-04,Accra,Africa,SUP-01,31,31,281,1049,18.0,36.0,8,0.96,307,799,1,0,-1.3647416522015654,0,0,0,15.11,1116.0,0.0
2024-01-03,P-006,Lubricant Pack,Consumables,S-05,Berlin,Europe,SUP-02,29,29,938,909,18.0,36.0,13,0.9,451,0,0,0,0.6168141996897798,0,0,0,13.09,1044.0,0.0
2024-01-03,P-006,Lubricant Pack,Consumables,S-06,Paris,Europe,SUP-03,24,24,885,862,18.0,36.0,23,0.86,735,0,0,0,-1.5307152572567064,0,0,1,12.41,864.0,0.0
2024-01-04,P-001,Smart Sensor,Electronics,S-01,Toronto,North America,SUP-01,27,27,741,714,85.0,145.0,12,0.96,352,0,0,0,0.6043123978054832,0,0,0,48.55,3915.0,0.0
2024-01-04,P-001,Smart Sensor,Electronics,S-02,London,North America,SUP-02,30,30,742,713,85.0,145.0,16,0.9,461,0,0,0,0.35272016302634307,0,0,1,48.48,4350.0,0.0
2024-01-04,P-001,Smart Sensor,Electronics,S-03,Lagos,Africa,SUP-03,14,14,586,572,85.0,145.0,20,0.86,437,0,0,0,0.6339103777337424,0,0,0,38.9,2030.0,0.0
2024-01-04,P-001,Smart Sensor,Electronics,S-04,Accra,Africa,SUP-04,17,17,224,620,85.0,145.0,9,0.93,208,413,0,0,1.4423047911862443,0,0,0,42.16,2465.0,0.0
2024-01-04,P-001,Smart Sensor,Electronics,S-05,Berlin,Europe,SUP-01,19,19,716,697,85.0,145.0,7,0.96,184,0,0,0,0.31604787064428624,0,0,0,47.4,2755.0,0.0
2024-01-04,P-001,Smart Sensor,Electronics,S-06,Paris,Europe,SUP-02,27,27,669,642,85.0,145.0,14,0.9,364,0,0,0,1.0455322747896802,0,0,0,43.66,3915.0,0.0
2024-01-04,P-002,Industrial Pump,Machinery,S-01,Toronto,North America,SUP-02,15,15,179,164,420.0,690.0,15,0.9,147,0,0,0,0.6774013686923024,0,0,0,55.1,10350.0,0.0
2024-01-04,P-002,Industrial Pump,Machinery,S-02,London,North America,SUP-03,7,7,355,348,420.0,690.0,18,0.86,178,0,0,0,1.4540501814574582,0,0,0,116.93,4830.0,0.0
2024-01-04,P-002,Industrial Pump,Machinery,S-03,Lagos,Africa,SUP-04,7,7,219,212,420.0,690.0,9,0.93,69,0,0,0,0.22678604610913541,0,0,0,71.23,4830.0,0.0
2024-01-04,P-002,Industrial Pump,Machinery,S-04,Accra,Africa,SUP-01,10,10,184,174,420.0,690.0,10,0.96,75,0,0,0,-0.2767000900857134,0,0,0,58.46,6900.0,0.0
2024-01-04,P-002,Industrial Pump,Machinery,S-05,Berlin,Europe,SUP-02,10,10,297,287,420.0,690.0,15,0.9,130,0,0,0,0.7007231568595857,0,0,0,96.43,6900.0,0.0
2024-01-04,P-002,Industrial Pump,Machinery,S-06,Paris,Europe,SUP-03,10,10,421,411,420.0,690.0,24,0.86,258,0,1,0,-0.7498133382845175,0,0,0,138.1,6900.0,0.0
2024-01-04,P-003,Safety Gloves,Safety,S-01,Toronto,North America,SUP-03,47,47,2004,1957,8.0,16.0,20,0.86,1012,0,0,0,0.0037962516214591325,0,0,0,12.52,752.0,0.0
2024-01-04,P-003,Safety Gloves,Safety,S-02,London,North America,SUP-04,55,55,1276,1221,8.0,16.0,12,0.93,815,0,1,0,-0.3842459128805702,0,0,0,7.81,880.0,0.0
2024-01-04,P-003,Safety Gloves,Safety,S-03,Lagos,Africa,SUP-01,44,44,1021,977,8.0,16.0,7,0.96,279,0,0,0,0.11061312257867771,0,0,0,6.25,704.0,0.0
2024-01-04,P-003,Safety Gloves,Safety,S-04,Accra,Africa,SUP-02,42,42,1004,962,8.0,16.0,13,0.9,491,0,0,0,-0.8608416785235702,0,0,0,6.16,672.0,0.0
2024-01-04,P-003,Safety Gloves,Safety,S-05,Berlin,Europe,SUP-03,42,42,1179,1137,8.0,16.0,22,0.86,947,0,0,0,-0.9978519832440257,0,0,0,7.28,672.0,0.0
2024-01-04,P-003,Safety Gloves,Safety,S-06,Paris,Europe,SUP-04,53,53,1173,1120,8.0,16.0,10,0.93,462,0,0,0,0.6328579146073064,0,0,0,7.17,848.0,0.0
2024-01-04,P-004,Control Valve,Machinery,S-01,Toronto,North America,SUP-04,12,12,358,346,110.0,195.0,8,0.93,146,0,0,0,0.7501218121369445,0,0,0,30.45,2340.0,0.0
2024-01-04,P-004,Control Valve,Machinery,S-02,London,North America,SUP-01,11,11,248,238,110.0,195.0,6,0.96,108,0,0,0,-0.4861941306990469,0,0,1,20.94,2145.0,0.0
2024-01-04,P-004,Control Valve,Machinery,S-03,Lagos,Africa,SUP-02,13,13,269,257,110.0,195.0,12,0.9,161,0,0,0,0.2975110711855549,0,0,1,22.62,2535.0,0.0
2024-01-04,P-004,Control Valve,Machinery,S-04,Accra,Africa,SUP-03,12,12,333,321,110.0,195.0,18,0.86,219,0,0,0,-2.2497837779516074,0,0,0,28.25,2340.0,0.0
2024-01-04,P-004,Control Valve,Machinery,S-05,Berlin,Europe,SUP-04,12,12,191,179,110.0,195.0,11,0.93,171,0,0,0,0.08650554192146179,0,0,0,15.75,2340.0,0.0
2024-01-04,P-004,Control Valve,Machinery,S-06,Paris,Europe,SUP-01,12,12,385,373,110.0,195.0,8,0.96,123,0,0,0,-1.001291432756544,0,0,0,32.82,2340.0,0.0
2024-01-04,P-005,Data Logger,Electronics,S-01,Toronto,North America,SUP-01,13,13,340,327,125.0,220.0,9,0.96,142,0,0,0,-1.559383235305609,0,0,0,32.7,2860.0,0.0
2024-01-04,P-005,Data Logger,Electronics,S-02,London,North America,SUP-02,8,8,311,303,125.0,220.0,14,0.9,225,0,0,0,-0.03853826184341251,0,0,0,30.3,1760.0,0.0
2024-01-04,P-005,Data Logger,Electronics,S-03,Lagos,Africa,SUP-03,12,12,269,257,125.0,220.0,25,0.86,296,66,0,0,-0.11549887929893475,0,0,0,25.7,2640.0,0.0
2024-01-04,P-005,Data Logger,Electronics,S-04,Accra,Africa,SUP-04,11,11,370,359,125.0,220.0,5,0.93,66,0,0,0,0.023355316114555456,0,0,0,35.9,2420.0,0.0
2024-01-04,P-005,Data Logger,Electronics,S-05,Berlin,Europe,SUP-01,15,15,291,276,125.0,220.0,10,0.96,193,0,1,0,0.25044630026076065,0,0,0,27.6,3300.0,0.0
